sent_id,gap_idx,left,right,gap_score,label
s423,1,в,грѣхъ,7.3229072756818905,0
s423,2,грѣхъ,мѣсто,7.123664668682517,0
s423,3,мѣсто,прев,7.119602907921777,0
s423,4,прев,ꙁыще,7.111512116496157,0
s423,5,ꙁыще,тъ,7.127564859600139,0
s423,6,тъ,ти,7.199604438478893,0
s423,7,ти,сѧ,5.006281406435535,0
s30,0,симрѧющии,с,7.233895996523453,0
s30,1,с,с,7.356279876550748,0
s30,2,с,да,4.900927807138162,1
s30,3,да,будꙋт,7.176439199909238,0
s30,4,будꙋт,мноѕи,7.111512116496157,0
s217,0,ꙁаб,ж,7.131626620360878,0
s217,1,ж,норовы,7.127564859600139,0
s217,2,норовы,воꙁненавидѣ,7.111512116496157,0
s217,3,воꙁненавидѣ,дша,7.13540201064686,0
s217,4,дша,моѧ,4.7415684986092295,0
s282,0,и,ско,7.603945182570033,0
s282,1,ско,ро,4.721740365219265,0
s282,2,ро,имаши,7.119635638017636,0
s282,3,имаши,ѣсти,4.721740365219265,0
s282,4,ѣсти,еѧ,7.12766149252289,0
s46,0,и,не,2.1611806459627108,0
s46,1,не,ѿ,4.5622771090600125,0
s46,2,ѿ,верꙁи,7.243383947252956,0
s46,3,верꙁи,совѣта,7.12359973176215,0
s46,4,совѣта,моег,7.12359973176215,0
s123,0,и,ѿпадоша,7.599883421809293,0
s123,1,ѿпадоша,надѣющеи,7.111512116496157,0
s123,2,надѣющеи,с,7.233895996523453,0
s123,3,с,на,4.995301734757904,0
s123,4,на,нѧ,7.270813127528979,0
s35,0,и,в,2.932019497033137,0
s35,1,в,до,7.350451611591261,0
s35,2,до,брѣ,7.143118213166266,0
s35,3,брѣ,твоем,7.111512116496157,0
s35,4,твоем,будет,7.131498790200446,0
s35,5,будет,ꙗкож,7.151485463904735,0
s35,6,ꙗкож,и,5.221974822715213,0
s35,7,и,ты,4.571413727189853,0
s214,0,и,оставлю,7.599883421809293,0
s214,1,оставлю,ѧ,7.12359973176215,0
s214,2,ѧ,в,4.933037857388774,0
s214,3,в,роды,7.3188455149211515,0
s214,4,роды,вѣчныа,7.111512116496157,0
s222,0,члокъ,веселѧ,7.119602907921777,0
s222,1,веселѧ,с,7.233895996523453,0
s222,2,с,о,7.287960958340742,0
s222,3,о,чадѣх,3.4680577547131204,0
s222,4,чадѣх,своих,4.761275683471879,0
s44,0,мдрсть,поминаи,7.119635638017636,0
s44,1,поминаи,по,7.158535496057113,0
s44,2,по,имени,7.154473735296374,0
s44,3,имени,еа,7.139274996704188,0
s44,4,еа,ес,7.159261670408478,0
s19,0,и,ꙋстны,7.599883421809293,0
s19,1,ꙋстны,многых,7.111512116496157,0
s19,2,многых,исповѣдѧт,7.111512116496157,0
s19,3,исповѣдѧт,смыслъ,7.111512116496157,0
s19,4,смыслъ,єг,7.13540201064686,0
s109,0,и,во,4.2552866002993674,0
s109,1,во,времѧ,3.28906354045134,0
s109,2,времѧ,подбно,7.131498790200446,0
s109,3,подбно,вдаѧти,7.111512116496157,0
s109,4,вдаѧти,ѿвѣт,7.111512116496157,0
s259,0,о,вели,7.165577078313446,0
s259,1,вели,цѣи,7.111512116496157,0
s259,2,цѣи,и,7.599883421809293,0
s259,3,и,о,4.60942594590316,0
s259,4,о,малѣи,7.165577078313446,0
s259,5,малѣи,не,7.474927716026636,0
s259,6,не,раꙁѹмѣ,7.474927716026636,0
s259,7,раꙁѹмѣ,ваи,7.111512116496157,0
s29,0,и,ѧꙁык,7.599883421809293,0
s29,1,ѧꙁык,доброглив,7.111512116496157,0
s29,2,доброглив,ꙋмножит,7.111512116496157,0
s29,3,ꙋмножит,добру,7.111512116496157,0
s29,4,добру,бесѣду,7.111512116496157,0
s298,0,во,одежꙋ,7.200902499471377,0
s298,1,одежꙋ,славы,7.111512116496157,0
s298,2,славы,своеѧ,7.119602907921777,0
s298,3,своеѧ,облечеши,7.119602907921777,0
s298,4,облечеши,сѧ,7.332137100355152,0
s187,0,так,ра,7.135655651025759,0
s187,1,ра,стают,7.127564859600139,0
s187,2,стают,сѧ,7.332137100355152,0
s187,3,сѧ,грѣси,7.332137100355152,0
s48,0,и,въ,4.2013162150187,0
s48,1,въ,гривну,7.14693211419071,0
s48,2,гривну,еа,7.139274996704188,0
s48,3,еа,выю,7.139274996704188,0
s48,4,выю,свою,7.143118213166266,0
s274,0,и,ѿ,3.6208813883927817,0
s274,1,ѿ,врагъ,7.247445708013695,0
s274,2,врагъ,своихъ,7.1394637714076,0
s274,3,своихъ,ѿлꙋчи,7.13540201064686,0
s274,4,ѿлꙋчи,т,7.115573877256896,0
s274,5,т,сѧ,7.336198861115891,0
s420,0,и,не,2.1611806459627108,0
s420,1,не,оскорби,5.0810942039890055,0
s420,2,оскорби,его,7.191132119495938,0
s420,3,его,в,7.394403757160194,0
s420,4,в,животѣ,7.3188455149211515,0
s420,5,животѣ,его,7.187070358735199,0
s37,0,и,аще,4.205101244448973,0
s37,1,аще,смѣрен,7.150717143620982,0
s37,2,смѣрен,то,7.161903292498248,0
s37,3,то,и,7.650274597811386,0
s37,4,и,на,4.045612366137808,0
s37,5,на,тѧ,7.282900742794972,0
s37,6,тѧ,будет,7.14358640546644,0
s24,0,вꙁираите,к,7.131498790200446,0
s24,1,к,нему,4.737665278162815,0
s24,2,нему,всег,7.115573877256896,1
s24,3,всег,срдца,7.119602907921777,0
s333,0,во,всѣх,4.811098018098627,0
s333,1,всѣх,словесехъ,7.119602907921777,0
s333,2,словесехъ,своихъ,7.13540201064686,0
s333,3,своихъ,поминаи,7.1394637714076,0
s333,4,поминаи,послѣднѧѧ,7.115573877256896,0
s333,5,послѣднѧѧ,своѧ,7.139274996704188,0
s202,0,и,соꙁдавыи,7.599883421809293,0
s202,1,соꙁдавыи,мѧ,7.119602907921777,0
s202,2,мѧ,препокоил,7.119602907921777,0
s202,3,препокоил,скиню,7.111512116496157,0
s202,4,скиню,мою,7.115573877256896,0
s77,0,и,приносѧщю,7.599883421809293,0
s77,1,приносѧщю,ми,7.127564859600139,0
s77,2,ми,бꙋ,7.139652474866132,0
s77,3,бꙋ,при,7.147489625912854,0
s77,4,при,имет,7.13540201064686,0
s77,5,имет,ѧ,7.12359973176215,0
s165,0,печал,велѧ,7.111512116496157,0
s165,1,велѧ,ис,7.115573877256896,0
s165,2,ис,перва,4.721740365219265,0
s165,3,перва,соꙁдана,4.721740365219265,0
s165,4,соꙁдана,быс,7.119635638017636,0
s165,5,быс,всѧкому,7.115573877256896,0
s165,6,всѧкому,члоку,7.119602907921777,0
